horizon,model,cost_scenario,fee_bps,slippage_bps,include_spread,validation_macro_f1,accuracy,macro_f1,precision_down,precision_neutral,precision_up,recall_down,recall_neutral,recall_up,confusion_matrix,gross_pnl,net_pnl,sharpe_daily_annualized,sharpe_daily_observations,max_drawdown,turnover,hit_rate,number_of_trades,average_pnl_per_trade,active_fraction,test_rows
10,logistic_no_ofi,stressed,2.0,1.0,True,0.3566398393659514,0.3941814253192885,0.3732932126620217,0.3896142214354208,0.3861299052774019,0.4005018976709459,0.41853094213042447,0.20745937693118616,0.504229985900047,"[[15846, 4862, 17153], [10049, 5707, 11753], [14776, 4211, 19311]]",0.3916946627013157,-22.99597343255996,-20.512696008282216,2,-22.995973432559623,75232.0,0.4767851316840483,41046,-0.0005602488289372889,0.8574198402592893,103668
10,logistic_all,zero_cost,0.0,0.0,False,0.35717363188317397,0.39316857660994714,0.3725090199874615,0.3881322007420426,0.3872063017791661,0.3992996206278401,0.419983624309976,0.20727761823403248,0.5001827771685206,"[[15901, 4836, 17124], [10113, 5702, 11694], [14954, 4188, 19156]]",0.3899409580497001,0.3899409580497001,20.853836233375375,2,-0.038549563614218685,74172.0,0.4781709222968035,40510,9.62579506417428e-06,0.8579407338812363,103668
10,logistic_all,spread_only,0.0,0.0,True,0.35717363188317397,0.39316857660994714,0.3725090199874615,0.3881322007420426,0.3872063017791661,0.3992996206278401,0.419983624309976,0.20727761823403248,0.5001827771685206,"[[15901, 4836, 17124], [10113, 5702, 11694], [14954, 4188, 19156]]",0.3899409580497001,-0.4193919504297501,-24.960807075709678,2,-0.42345756671955576,74172.0,0.4781709222968035,40510,-1.0352800553684277e-05,0.8579407338812363,103668
10,logistic_all,realistic_low,0.5,0.25,True,0.35717363188317397,0.39316857660994714,0.3725090199874615,0.3881322007420426,0.3872063017791661,0.3992996206278401,0.419983624309976,0.20727761823403248,0.5001827771685206,"[[15901, 4836, 17124], [10113, 5702, 11694], [14954, 4188, 19156]]",0.3899409580497001,-5.98229195042975,-20.776295180994733,2,-5.982323859873572,74172.0,0.4781709222968035,40510,-0.00014767444952924587,0.8579407338812363,103668
10,logistic_all,realistic_base,1.0,0.5,True,0.35717363188317397,0.39316857660994714,0.3725090199874615,0.3881322007420426,0.3872063017791661,0.3992996206278401,0.419983624309976,0.20727761823403248,0.5001827771685206,"[[15901, 4836, 17124], [10113, 5702, 11694], [14954, 4188, 19156]]",0.3899409580497001,-11.54519195042975,-20.65053693712448,2,-11.545191950429736,74172.0,0.4781709222968035,40510,-0.0002849960985048075,0.8579407338812363,103668
10,logistic_all,stressed,2.0,1.0,True,0.35717363188317397,0.39316857660994714,0.3725090199874615,0.3881322007420426,0.3872063017791661,0.3992996206278401,0.419983624309976,0.20727761823403248,0.5001827771685206,"[[15901, 4836, 17124], [10113, 5702, 11694], [14954, 4188, 19156]]",0.3899409580497001,-22.670991950429748,-20.584779986770396,2,-22.67099195042942,74172.0,0.4781709222968035,40510,-0.0005596393964559306,0.8579407338812363,103668
10,lightgbm_all,zero_cost,0.0,0.0,False,0.3455305742299915,0.3894258594744762,0.3652171213804938,0.39257682030728125,0.3680468632654083,0.39530991078452704,0.24835582789678032,0.26722163655530917,0.6166640555642592,"[[9403, 6656, 21802], [5834, 7351, 14324], [8715, 5966, 23617]]",0.32183958304897387,0.32183958304897387,30.17709377398116,2,-0.054476433538045765,51296.0,0.4770234425406839,30087,1.0696964903412566e-05,0.8073272369487209,103668
10,lightgbm_all,spread_only,0.0,0.0,True,0.3455305742299915,0.3894258594744762,0.3652171213804938,0.39257682030728125,0.3680468632654083,0.39530991078452704,0.24835582789678032,0.26722163655530917,0.6166640555642592,"[[9403, 6656, 21802], [5834, 7351, 14324], [8715, 5966, 23617]]",0.32183958304897387,-0.21496293123643317,-14.776268485436091,2,-0.25136238590465393,51296.0,0.4770234425406839,30087,-7.144711378217608e-06,0.8073272369487209,103668
10,lightgbm_all,realistic_low,0.5,0.25,True,0.3455305742299915,0.3894258594744762,0.3652171213804938,0.39257682030728125,0.3680468632654083,0.39530991078452704,0.24835582789678032,0.26722163655530917,0.6166640555642592,"[[9403, 6656, 21802], [5834, 7351, 14324], [8715, 5966, 23617]]",0.32183958304897387,-4.062162931236432,-18.745721529553673,2,-4.0633359349454485,51296.0,0.4770234425406839,30087,-0.00013501389075801614,0.8073272369487209,103668
10,lightgbm_all,realistic_base,1.0,0.5,True,0.3455305742299915,0.3894258594744762,0.3652171213804938,0.39257682030728125,0.3680468632654083,0.39530991078452704,0.24835582789678032,0.26722163655530917,0.6166640555642592,"[[9403, 6656, 21802], [5834, 7351, 14324], [8715, 5966, 23617]]",0.32183958304897387,-7.909362931236433,-18.88359242135041,2,-7.910440946133704,51296.0,0.4770234425406839,30087,-0.00026288307013781477,0.8073272369487209,103668
10,lightgbm_all,stressed,2.0,1.0,True,0.3455305742299915,0.3894258594744762,0.3652171213804938,0.39257682030728125,0.3680468632654083,0.39530991078452704,0.24835582789678032,0.26722163655530917,0.6166640555642592,"[[9403, 6656, 21802], [5834, 7351, 14324], [8715, 5966, 23617]]",0.32183958304897387,-15.603762931236432,-18.9561828404016,2,-15.604690946133616,51296.0,0.4770234425406839,30087,-0.0005186214288974119,0.8073272369487209,103668
