strategy,realistic_base,realistic_low,spread_only,stressed,zero_cost
naive_majority,0.0,0.0,0.0,0.0,0.0
ofi_threshold,-2.4670719027897587,-1.2267219027897585,0.013628097210241519,-4.947771902789758,0.19657958975215462
logistic_no_ofi,-5.477235826350945,-2.9065358263509458,-0.33583582635094567,-10.618635826350946,0.09647479581343477
logistic_all,-5.46823927474599,-2.902339274745991,-0.3364392747459915,-10.600039274745988,0.09359558791531553
lightgbm_all,-0.17457243801312772,-0.10032243801312775,-0.02607243801312775,-0.32307243801312774,-0.01005574644422802
